name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Tau Construcciones,Ingenieria Civil,tgaingenieria@gmail.com,+5492914123691,+5492914123691,+5492914123691,Don Bosco 1361,Bahía Blanca - Buenos Aires,,http://www.tauingenieria.com.ar,https://www.instagram.com/tau.ingenieria?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/tauingenieria,,Paginas Amarillas,93,A,whatsapp
Bounos Propiedades,Inmobiliarias,info@bounospropiedades.com.ar,+542804475425,+5492804562265,+5492804562265,M A Zar 595,Puerto Madryn - Chubut,,http://www.bounospropiedades.com.ar,https://www.instagram.com/bounospropiedades,https://www.facebook.com/bounosprop,,Paginas Amarillas,93,A,whatsapp
Hugo Pena Propiedades,Inmobiliarias,info@hpenapropiedades.com.ar,+543462429382,+5493462511701,+5493462511701,España 992,Venado Tuerto - Santa Fe,,https://www.hpenapropiedades.com.ar/,https://www.instagram.com/hpenapropiedades/,https://www.facebook.com/hugopenapropiedadesventa,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Di Salvo,Inmobiliarias,disalvoinmobiliaria@gmail.com,+542284423013,+5492284710935,+5492284710935,Sgto Cabral 2556,Olavarría - Buenos Aires,,http://www.inmobiliariadisalvo.com,https://www.instagram.com/disalvoinmobiliaria/,https://www.facebook.com/Inmobiliaria-Di-Salvo-284681575201744,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Liprandi,Inmobiliarias,liprandibienesraices@gmail.com,+543515707060,+5493516114052,+5493516114052,Ayacucho 367,Córdoba - Cordoba,,http://www.inmoliprandi.com,https://www.instagram.com/liprandi.inmobiliaria/,https://www.facebook.com/liprandi.inmobiliaria,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Ramis,Inmobiliarias,inmobiliariaramis@gmail.com,+5491168685663,+5491168685663,+5491168685663,Av E J Muñiz 493,Ituzaingo - Buenos Aires,,http://www.inmobiliariacgramis.com.ar,https://www.instagram.com/inmobiliariaramis/,https://www.facebook.com/inmobiliariaramis,,Paginas Amarillas,93,A,whatsapp
Terra Nova - Administración Inmobiliaria,Inmobiliarias,terranova.inmo@gmail.com,+5493476561522,+5493476561522,+5493476561522,Jesus María 601,Timbúes - Santa Fe,,http://www.terranovatimbues.com,https://www.instagram.com/terranova_timbues/,https://www.facebook.com/terranovainmobiliaria,,Paginas Amarillas,93,A,whatsapp
Oxi-Ref,Instalaciones De Gas,oxiref@yahoo.com.ar,+542234186956,+5492235914154,+5492235914154,Av Fortunato de la Plaza 7280 S/N,Mar del Plata - Buenos Aires,,http://www.oxiref.com,https://www.instagram.com/oxi_ref_mdp/,https://www.facebook.com/100045842202073,,Paginas Amarillas,93,A,whatsapp
Mir Técnicos,Instalaciones Electricas,mir.tecnicos@gmail.com,+5491125581402,+5491125581402,+5491125581402,Leónardo Da Vinci 4921,González Catán - Buenos Aires,,http://www.mirtecnicos.com,https://www.instagram.com/mir.tecnicos,https://www.facebook.com/MontajesInstalacionesRosales/,,Paginas Amarillas,93,A,whatsapp
Ososound Moron,Instrumentos Musicales,ososoundinstrumentosmusicales@gmail.com,+5491128802698,+5491528802698,+5491528802698,Ntra Sra del Buen Viaje 894,Morón - Buenos Aires,,http://www.ososound.com,https://www.instagram.com/ososoundinstrumentos/,https://www.facebook.com/ososoundinstrumentos,,Paginas Amarillas,93,A,whatsapp
Producciones Musicales Vientos Cuerdas,Instrumentos Musicales,vientoscuerdas@hotmail.com,+5491150380777,+5491550380777,+5491550380777,Gavilán 1956,Tablada - Buenos Aires,,http://www.vientoscuerdas.com,https://www.instagram.com/fernandogarciatrompetista/?hl=es-la,https://www.facebook.com/producciones-musicales-vientos-cuerdas-914758615531025,,Paginas Amarillas,93,A,whatsapp
Parquizaciones Brotes,Jardineria,sergiorolandoarg@gmail.com,+5493516615484,+5493516615484,+5493516615484,Av Riccheri 3300,Córdoba - Cordoba,,http://www.parquizacionesbrotes.com,https://www.instagram.com/parquizacionesbrotes/,https://www.facebook.com/parquizacionbrote,,Paginas Amarillas,93,A,whatsapp
Sumiagro Córdoba SA,Jardineria,info@sumiagrocbasa.com.ar,+5493517683117,+5493517683117,+5493517683117,Bv Bulnes 1256,Córdoba - Cordoba,,http://www.sumiagrocbasa.com.ar,https://www.instagram.com/sumiagrocbasa/,https://www.facebook.com/sumiagrocordoba,,Paginas Amarillas,93,A,whatsapp
Agrotis Estudio Agronómico,Jardineros,agrotis.giani@gmail.com,+5493407438340,+5493407438340,+5493407438340,Marinero Panno 982,Villa Ramallo - Buenos Aires,,http://www.agrotisgiani.com,https://www.instagram.com/agrotis.estudioagronomico/,https://www.facebook.com/61559980071914,,Paginas Amarillas,93,A,whatsapp
Productos Congelados Biomac Aye,Jardineros,ayedelsanto@hotmail.com,+5491167464964,+5491167464064,+5491167464064,11 DE SEPTIEMBRE 1888 2832,Nuñez - Ciudad de Buenos Aires,,https://biomac.com.ar/,https://www.instagram.com/productos_congelados_aye_/?igshid=MzRlODBiNWFlZA%3D%3D,https://www.facebook.com/BiomacArgentina,,Paginas Amarillas,93,A,whatsapp
Estrella Azul Joyas y Relojes,Joyerias,info@estrellaazul.com.ar,+542994431841,+5492995942763,+5492995942763,Mtro A Alcorta 98,Neuquén - Neuquen,,www.estrellaazul.com.ar,https://www.instagram.com/estrellaazulok/?hl=es-la,https://www.facebook.com/estrella-azul-joyas-y-relojes-345044485518514,,Paginas Amarillas,93,A,whatsapp
Gilda Joyas,Joyerias,joyasgilda@gmail.com,+541145227060,+5491155701902,+5491155701902,Echeverría 5020,Villa Urquiza - Ciudad de Buenos Aires,,https://www.instagram.com/gildajoyas/,https://www.instagram.com/gildajoyas/,https://www.facebook.com/gilda.joyeria,,Paginas Amarillas,93,A,whatsapp
Relojería y Joyería Giustozzi,Joyerias,carigiustozzi1971@gmail.com,+5493467521751,+5493467521751,+5493467521751,Garibaldi 875,Cruz Alta - Cordoba,,https://maps.app.goo.gl/vZDT92SjYrpv3u9A8,https://www.instagram.com/giustozzicarina/,https://www.facebook.com/profile.php?id=100056645293652,,Paginas Amarillas,93,A,whatsapp
True Colors,Joyerias,ceciliaemma1977.ok@gmail.com,+5491133479348,+5491133479348,+5491133479348,Gascón 288,Almagro - Ciudad de Buenos Aires,,http://www.truecolorsjoyas.com,https://www.instagram.com/true.colors.joyas/,https://www.facebook.com/100063527672595,,Paginas Amarillas,93,A,whatsapp
Interpresentes,Jugueterias,interpresentes277@gmail.com,+542914816183,+5492916416489,+5492916416489,Av Falucho 277,Bahía Blanca - Buenos Aires,,https://interpresentes7.mitiendanube.com/,https://www.instagram.com/interpresentes/,https://www.facebook.com/intermax-juguetes-regalos-192778164105340,,Paginas Amarillas,93,A,whatsapp
Juguetería Aladino,Jugueterias,ismaelnadim@yahoo.com.ar,+542214826323,+5492214384365,+5492214384365,Av 13 428,La Plata - Buenos Aires,,https://www.jugueteriaaladino.com.ar/,https://www.instagram.com/aladinojugueteria/,https://www.facebook.com/jugueteria-aladino-1478990992372179,,Paginas Amarillas,93,A,whatsapp
Juguetería Myr,Jugueterias,info@jugueteriamyr.com.ar,+5491154963268,+5491154963268,+5491154963268,Av 25 De Mayo 136,Lanús - Buenos Aires,,https://www.jugueteriamyr.com.ar/,https://www.instagram.com/jugueteriamyr,https://www.facebook.com/jugueteriamyr/,,Paginas Amarillas,93,A,whatsapp
La Casa de Silvina,Jugueterias,lacasadesilvinajugueteria@hotmail.com,+543854226472,+5493855010622,+5493855010622,24 De Septiembre 124,Santiago del Estero - Santiago del Estero,,http://www.lacasadesilvina.com,https://www.instagram.com/lacasadesilvina/?hl=es,https://www.facebook.com/lacasadesilvina,,Paginas Amarillas,93,A,whatsapp
Mundo Playmobil,Jugueterias,mundoplaymobil.venta@gmail.com,+5491154916896,+5491154916896,+5491154916896,Tucumán 1427 Piso 6,Centro (San Nicolás) - Ciudad de Buenos Aires,,mundoplaymobilargentina.mercadoshops.com.ar,https://www.instagram.com/mundoplaymobilargentina,https://www.facebook.com/facu.leyro,,Paginas Amarillas,93,A,whatsapp
Kines. Consultorio de Kinesiología y Fisioterapia,Kinesiologos,stella_montrucchio@hotmail.com,+543476431171,+5493476506342,+5493476506342,Hipólito Yrigoyen 2550,San Lorenzo - Santa Fe,,http://www.kinesconsultorio.com,https://www.instagram.com/stellamarismontrucchio/,https://www.facebook.com/stella.montrucchio.kines,,Paginas Amarillas,93,A,whatsapp
Buscar Frenos,Laboratorios,buscarfrenos@hotmail.com,+542914561485,+5492915078313,+5492915078313,Bravard 782,Bahía Blanca - Buenos Aires,,http://www.buscarfrenos.com,https://www.instagram.com/buscarfrenos/,https://www.facebook.com/buscarfrenos,,Paginas Amarillas,93,A,whatsapp
Hospital Veterinario Avellaneda,Laboratorios,dorronsoro61@yahoo.com.ar,+541142283860,+5491166706701,+5491166706701,Av H Yrigoyen 1766,Avellaneda - Buenos Aires,,http://www.veterinariaavellaneda.com,https://www.instagram.com/hvavellaneda/,https://www.facebook.com/Hospital-Veterinario-Avellaneda-365445716854372/,,Paginas Amarillas,93,A,whatsapp
Laboratorio de Análisis Clínicos Santa Rosa,Laboratorios,contacto@laboratoriosantarosa.com.ar,+541143127785,+5491130117741,+5491130117741,Santa Rosa 516,Ituzaingo - Buenos Aires,,www.laboratoriosantarosa.com.ar,https://www.instagram.com/labsantarosaituzaingo/,https://www.facebook.com/100090580238449,,Paginas Amarillas,93,A,whatsapp
Laboratorio Iaci Marchetti SRL - Dra. Susana Marchetti,Laboratorios,iacimarchetti@hotmail.com,+542214892197,+5492214883958,+5492214883958,Calle 6 1264,La Plata - Buenos Aires,,http://www.iacimarchetti.com,https://www.instagram.com/iacilaboratorio/,https://www.facebook.com/iacilaboratorio,,Paginas Amarillas,93,A,whatsapp
Scerbo Óptica,Laboratorios,contacto@opticascerbo.com.ar,+542614251212,+5492616080599,+5492616080599,Espejo 333,Mendoza - Mendoza,,http://www.scerboptica.com,https://www.instagram.com/opticascerbo/?next=%2F,https://www.facebook.com/opticascerbomza/,,Paginas Amarillas,93,A,whatsapp
Veterinaria America,Laboratorios,veteamerica@gmail.com,+541147524313,+5491125064313,+5491125064313,Saavedra 2030,San Martín - Buenos Aires,,http://www.americaveterinaria.com,https://www.instagram.com/veteamerica,https://www.facebook.com/veterinariamerica,,Paginas Amarillas,93,A,whatsapp
Blotting Jujuy,Ladrillos,jujuy@blottingargentina.com,+5493885207626,+5493885207626,+5493885207626,República de Siria 300,San Salvador de Jujuy - Jujuy,,http://www.blottingargentina.com,https://www.instagram.com/blottingoficial/,https://www.facebook.com/blotting.jujuy,,Paginas Amarillas,93,A,whatsapp
Autoparking Josefina Quintas,Lavaderos De Autos,autoparking.jquintas@gmail.com,+5491144197501,+5491144197501,+5491144197501,LIBERTAD Juan B. Justo 680,Aeropuerto - Buenos Aires,,http://www.autoparkingjosefinaquintas.com,https://www.instagram.com/autoparking.jquintas/,https://www.facebook.com/josefinaquintasautoparking,,Paginas Amarillas,93,A,whatsapp
Lavandería el Danubio,Lavanderia,lavanderiaeldanubio01@gmail.com,+5493875027656,+5493875027656,+5493875027656,Junín 135,Salta - Salta,,http://www.lavanderiaeldanubio.com,https://www.instagram.com/lavanderiaeldanubio/?hl=es-la,https://www.facebook.com/lavanderiaeldanubio,,Paginas Amarillas,93,A,whatsapp
Lave-Moon - Lavadero de Ropa,Lavanderia,juanmabeccar@hotmail.com,+541147438048,+5491140626266,+5491140626266,Av Centenario 2019,Béccar - Buenos Aires,,http://www.lavemoon.com,https://www.instagram.com/lavemoon2017,https://www.facebook.com/lavadero-de-ropa-242960286229651,,Paginas Amarillas,93,A,whatsapp
Aura Prisma,Lenceria,lalocapri_1988@yahoo.com.ar,+5491139085850,+5491139085850,+5491139085850,Mercedario 891,Pilar - Buenos Aires,,http://www.auraprisma.com,https://www.instagram.com/aura.prisma/,https://www.facebook.com/61574837024909,,Paginas Amarillas,93,A,whatsapp
Equipamientos Ph,Lenceria,equipamientosph@gmail.com,+5491164843999,+5491131427124,+5491131427124,Cangallo 1575,Temperley - Buenos Aires,,http://www.equipamientosph.com,https://www.instagram.com/equipamientosph/,https://www.facebook.com/equipamientosph,,Paginas Amarillas,93,A,whatsapp
Isabella Mayorista,Lenceria,info@isabellamayorista.com.ar,+5493875173823,+5493875173823,+5493875173823,Gral Mitre 415,Salta - Salta,,https://isabellamayorista.com.ar/,https://www.instagram.com/isabellamayoristaok/?hl=es-la,https://www.facebook.com/isabellamayoristaok,,Paginas Amarillas,93,A,whatsapp
La Lencería,Lenceria,arielcastrocristofano@yahoo.com.ar,+5492657215770,+5492657215770,+5492657215770,Rafael Cortéz 272,Villa Mercedes - San Luis,,http://www.lalenceriavm.com,https://www.instagram.com/lalencerialalenceria/,https://www.facebook.com/61574078805405,,Paginas Amarillas,93,A,whatsapp
Lenceria Mia,Lenceria,mvallemorales@hotmail.com,+541145821000,+5491161639058,+5491161639058,Av Gaona 2481,Flores - Ciudad de Buenos Aires,,https://www.facebook.com/lenceriamiacaballito,https://www.instagram.com/lenceria_mia/,https://www.facebook.com/lenceriamiacaballito/,,Paginas Amarillas,93,A,whatsapp
Sex Shop 69 Villa Maria,Lenceria,sexshop69villamaria@gmail.com,+5493534236005,+5493534236005,+5493534236005,Gral S Bolívar 1420,Villa María - Cordoba,,http://www.sexshop69villamaria.com,https://www.instagram.com/sexshop69villamaria/,https://www.facebook.com/Sexshop69villamaria-106165977519821/,,Paginas Amarillas,93,A,whatsapp
Sex Shop Extasy,Lenceria,monica.bertoni1969@gmail.com,+5493462672416,+5493462672416,+5493462672416,Belgrano 36 Loc 11 PA Galería Paseo del Sol,Venado Tuerto - Santa Fe,,https://www.instagram.com/extasy.venado/,https://www.instagram.com/extasy.venado/,https://www.facebook.com/Extasy-Venado-Tuerto-100066350062568/,,Paginas Amarillas,93,A,whatsapp
Distri-Com,Librerias,libreriadcom@gmail.com,+5491165200763,+5491165200763,+5491165200763,Av San Martín 566,General Rodríguez - Buenos Aires,,http://www.libreriadistricom.com,https://www.instagram.com/districom.dg/,https://www.facebook.com/districom.dg,,Paginas Amarillas,93,A,whatsapp
Libreria Drugstore,Librerias,castagnanorberto@hotmail.com,+542994775254,+5492994783052,+5492994783052,H Yrigoyen 750,Cipolletti - Rio Negro,,https://drugstorealmacendearte.com.ar/,https://www.instagram.com/drugstore_libreria/?hl=es,https://www.facebook.com/profile.php?id=100064036821835,,Paginas Amarillas,93,A,whatsapp
Librerias Alvear,Librerias,alighieri@libreríasalvear.com,+541144663436,+5491162070012,+5491162070012,D Alighieri 3516,Isidro Casanova - Buenos Aires,,https://libreriasalvear.com/,https://www.instagram.com/libreriasalvear/,https://www.facebook.com/libreriasalvearcasanova/,,Paginas Amarillas,93,A,whatsapp
Tienda Arte,Librerias,danycaverzasi@gmail.com,+5493536562765,+5493534016891,+5493534016891,Blvd. Buenos Aires 630,La Playosa - Cordoba,,http://www.tienda-arte.com,https://www.instagram.com/tiendaarte_bydc/,https://www.facebook.com/TiendaArte.byDC/,,Paginas Amarillas,93,A,whatsapp
Granja el Cóndor,Licores,granjaelcondorsrl@yahoo.com.ar,+541144426644,+5491122872210,+5491122872210,Boulogne Sur Mer 851,Tapiales - Buenos Aires,,http://www.granjaelcondor.com,https://www.instagram.com/granjaelcondor/?hl=es,https://www.facebook.com/granja-el-cóndor-255217547901278,,Paginas Amarillas,93,A,whatsapp
Licores Mar del Plata SRL,Licores,licoresmardelplata@gmail.com,+5492234553310,+5492234553310,+5492234553310,Bolivar 6171,Mar del Plata - Buenos Aires,,http://www.licoresmardelplata.com.ar,https://www.instagram.com/disanmauro/?hl=es,https://www.facebook.com/profile.php?id=100063508783246,,Paginas Amarillas,93,A,whatsapp
Tva,Logistica,fernandonectou1@gmail.com,+5493516782424,+5493512622777,+5493512622777,Formosa 235,General Paz - Cordoba,,http://www.trasladosvehicularesargentinostva.com,https://www.instagram.com/trasladosargentinos/,https://www.facebook.com/61571183777650,,Paginas Amarillas,93,A,whatsapp
Velo-Argentina,Logistica,info@velo-argentina.com.ar,+542614473015,+5492614473017,+5492614473017,Parque Industrial Eje Norte S/N Calle 7 esquina Santa Rita,Las Heras - Mendoza,,https://velo.com.ar/,https://www.instagram.com/veloarg/,https://www.facebook.com/veloarg/,,Paginas Amarillas,93,A,whatsapp
Lubricentro 520,Lubricentro,info@distribuidora520.com.ar,+5492216006598,+5492216006598,+5492216006598,Camino Gral Belgrano 236,City Bell - Buenos Aires,,http://www.distribuidora520.com.ar,https://www.instagram.com/lubricentro.520/p/C923u3FPMaX/,https://www.facebook.com/distribuidora520,,Paginas Amarillas,93,A,whatsapp
Lubricentro 72,Lubricentro,comoglio72@hotmail.com,+542214533300,+5492215791166,+5492215791166,72 408,La Plata - Buenos Aires,,http://www.lubricentro72.com,https://www.instagram.com/lubricentro72,https://www.facebook.com/lubricentro72,,Paginas Amarillas,93,A,whatsapp
Lubricentro Boxes Lubriservice SRL,Lubricentro,ramiroteam@hotmail.com,+5493434406066,+5493434646151,+5493434646151,J J De Urquiza 1524,Paraná - Entre Rios,,https://www.gurugo.com.ar/fichas/lubricentro-boxes-lubriservice-srl_15262547,https://www.instagram.com/boxes_lubricentro/,https://www.facebook.com/Boxes-lubriservice-100029157296631/,,Paginas Amarillas,93,A,whatsapp
Lubricentro el Canal,Lubricentro,elcanallubricentro@live.com.ar,+5493512551096,+5493512551096,+5493512551096,Armada Argentina 391,Córdoba - Cordoba,,https://linktr.ee/elcanal,https://www.instagram.com/lubricentro.el.canal/?hl=es,https://www.facebook.com/lubricentroelcanal,,Paginas Amarillas,93,A,whatsapp
Lubricentro Tessotandil,Lubricentro,tessotandil@yahoo.com.ar,+542494447288,+5492494007571,+5492494007571,Av Santamarina 196,Tandil - Buenos Aires,,http://www.lubricentrotessotandil.com,https://www.instagram.com/lubricentrotessotandil/,https://www.facebook.com/lubricentrotessotandil,,Paginas Amarillas,93,A,whatsapp
Todo Movil S.A.S,Lubricentro,todomovil44pro@gmail.com,+5492216470487,+5492216470487,+5492216470487,44 4626,Lisandro Olmos - Buenos Aires,,http://www.todomovil44.com,https://www.instagram.com/todomovil44/,https://www.facebook.com/todomovil44/,,Paginas Amarillas,93,A,whatsapp
Studio Embelenarte,Manicura,gonzalezrosaurabelen@gmail.com,+5491154711339,+5491154711339,+5491154711339,M De Unamuno 5742,Del Viso - Buenos Aires,,http://www.embelenartenails.com,https://www.instagram.com/nailsenbelenarte,https://www.facebook.com/720835444325992,,Paginas Amarillas,93,A,whatsapp
Elvcom,Mantenimiento,ventas@elvcom.com.ar,+541149417779,+5491144183673,+5491144183673,Av San Juan 3783,Boedo - Ciudad de Buenos Aires,,http://www.elvcom.com.ar,https://www.instagram.com/elvcom_radios/,https://www.facebook.com/elvcom/,,Paginas Amarillas,93,A,whatsapp
Guof Refrigeración,Mantenimiento,guofrefrigeracion@gmail.com,+5491121666556,+5491121666556,+5491121666556,A Alcorta 6552,José León Suárez - Buenos Aires,,https://www.guofrefrigeracion.com/,https://www.instagram.com/guofrefrigeracion_/,https://www.facebook.com/100047641160769,,Paginas Amarillas,93,A,whatsapp
Glitter a Brillar Mi Amor Lp,Maquillaje,silgiallo@gmail.com,+5492216161577,+5492216161577,+5492216161577,6 2309,Manuel B Gonnet - Buenos Aires,,http://www.glitterabrillarmiamorlp.com,https://www.instagram.com/glitter.abrillarmiamorlp,https://www.facebook.com/abrillar.miamor.lp,,Paginas Amarillas,93,A,whatsapp
Spa para Niñas By Marina,Maquillaje,marinafringes@hotmail.com,+5493415092974,+5493415092974,+5493415092974,G Dean Funes 5423,Rosario - Santa Fe,,http://www.spaparaninasbymarina.com,https://www.instagram.com/spaparaninasbymarina/?hl=es-la,https://www.facebook.com/spaparaninasbymarina,,Paginas Amarillas,93,A,whatsapp
Gabriel Santichia e Hijos S. A.,Maquinaria Agricola,gsantichia@gmail.com,+5493476690831,+5493476537539,+5493476537539,"Ruta 34 Km 56,5",Totoras - Santa Fe,,http://www.gabrielsantichiaehijossa.milink.guru,https://www.instagram.com/gabrielsantichiae/,https://www.facebook.com/gabriel-santichia-e-hijos-740292149415022,,Paginas Amarillas,93,A,whatsapp
La Martona SA,Maquinaria Agricola,gerencia@alexismateos.com.ar,+5492314407857,+5492314407857,+5492314407857,Av La Fraternidad 460,Henderson - Buenos Aires,,http://www.lamartonasa.com.ar,https://www.instagram.com/lamartonasa/,https://www.facebook.com/lamartonasa,,Paginas Amarillas,93,A,whatsapp
Rigoni Maquinarias,Maquinaria Agricola,rigonimaquinarias@hotmail.com,+5493575417907,+5493575417908,+5493575417908,Rivadavia 339,Villa Fontana - Cordoba,,http://www.rigonimaquinarias.com,https://www.instagram.com/rigoni_maquinarias/,https://www.facebook.com/rigonimaquinarias,,Paginas Amarillas,93,A,whatsapp
Del Plata Butacas SRL,Maquinas Viales,info@delplatabutacas.com.ar,+541142908467,+5491142908467,+5491142908467,A Cervetti 736,Monte Grande - Buenos Aires,,http://www.delplatabutacas.com,https://www.instagram.com/delplatabutacasofficial,https://www.facebook.com/del-plata-butacas-2097553210543242,,Paginas Amarillas,93,A,whatsapp
Euro Alfa Maquinarias,Maquinas Viales,euroalfavial@gmail.com,+5491153119700,+5491132791042,+5491132791042,Colect Panamericana S/N Piso 298,El Talar - Buenos Aires,,http://www.euroalfamaquinaria.com,https://www.instagram.com/euro.alfa/,https://www.facebook.com/euro.alfa/,,Paginas Amarillas,93,A,whatsapp
Fernandez Insua SA,Maquinas Viales,salta@fdez-insua.com.ar??,+543874270010,+5493875020119,+5493875020119,Dr A Palacios 2440,Salta - Salta,,http://www.fernandezinsua.com,https://www.instagram.com/fernandez_insua/?hl=es,https://www.facebook.com/profile.php?id=100068375833405&sk=about,,Paginas Amarillas,93,A,whatsapp
Fernández Insua SA,Maquinas Viales,neuquen@fdez-insua.com.ar,+542994471470,+5492996218569,+5492996218569,Félix San Martín 1098,Neuquén - Neuquen,,http://www.fernandezinsua.com,https://www.instagram.com/fernandez_insua/?hl=es,https://www.facebook.com/profile.php?id=100068375833405&sk=about,,Paginas Amarillas,93,A,whatsapp
Frenos Bahía de Daniel Vegas,Maquinas Viales,bahiadev@hotmail.com,+5492915709302,+5492915709302,+5492915709302,Ruta 3 696,Bahía Blanca - Buenos Aires,,http://www.frenosbahia.com,https://www.instagram.com/frenos.bahia/,https://www.facebook.com/frenos-bahia-de-daniel-e-vegas-370530036634454,,Paginas Amarillas,93,A,whatsapp
Gea Oleohidráulica,Maquinas Viales,oleohidraulicagea@gmail.com,+543514563627,+5493516320215,+5493516320215,López Y Planes 3262,Córdoba - Cordoba,,http://oleohidraulicagea.com.ar/,https://www.instagram.com/geaoleohidraulica/,https://www.facebook.com/profile.php?id=100066993301708,,Paginas Amarillas,93,A,whatsapp
Carlos M. Montenegro-Destander Internacional,Marketing,rossettiandres4@gmail.com,+5493491585486,+5493491585486,+5493491585486,Mortimer Otero 390,Villa Trinidad - Santa Fe,,https://www.destander.com/,https://www.instagram.com/andres.rossetti.7/?hl=es-la,https://www.facebook.com/carlos-m-montenegro-destander-internacional-101053785137985,,Paginas Amarillas,93,A,whatsapp
Digital To Mind,Marketing,digitalmindarg@gmail.com,+5493625284000,+5493625284000,+5493625284000,avenida peron 2200 c Av Perón 2200 C,Pilar - Buenos Aires,,http://www.digitaltomind.com,https://www.instagram.com/digitaltomind/,https://www.facebook.com/DIGITALMINDARG/,,Paginas Amarillas,93,A,whatsapp
Marmolería Quillota,Marmol,quillotasa@gmail.com,+5491159338735,+5491159338735,+5491159338735,Calle 309 1963,Quilmes - Buenos Aires,,http://www.quillotasa.com,https://www.instagram.com/quillotasa/,https://www.facebook.com/Marmoleria-Quillota-SA/61559016549287,,Paginas Amarillas,93,A,whatsapp
Mármoles Bernardis,Marmol,ventas@marmolesbernardis.com.ar,+543624420611,+5493624608051,+5493624608051,Av Alberdi 800,Resistencia - Chaco,,http://www.marmolesbernardis.com,https://www.instagram.com/marmolesbernardis/?hl=es,https://www.facebook.com/marmolesbernardis,,Paginas Amarillas,93,A,whatsapp
Soluter,Marmol,soluter.gr@gmail.com,+5492984282375,+5492984879070,+5492984879070,Av J A Roca 246,General Roca - Rio Negro,,http://www.soluter-generalroca.com,https://www.instagram.com/soluter.gr/,https://www.facebook.com/porcelanatoliquidoroca,,Paginas Amarillas,93,A,whatsapp
Aguamarina,Marroquineria,info@aguamarina.com,+5491161522803,+5491161522803,+5491161522803,Pte J E Uriburu 470,Agronomía - Ciudad de Buenos Aires,,http://www.aguamarina.com.ar/,https://www.instagram.com/bijouterieaguamarina/,https://www.facebook.com/aguamarinacomponentes/,,Paginas Amarillas,93,A,whatsapp
Farmacia Tu Farmacia,Marroquineria,farmaciatufamacia.cba@gmail.com,+543514234770,+5493512378818,+5493512378818,J J Rodríguez 2022,Córdoba - Cordoba,,https://www.instagram.com/tufarmacia.cba/,https://www.instagram.com/tufarmacia.cba/,https://www.facebook.com/farmacia-tu-farmacia-110704864146523,,Paginas Amarillas,93,A,whatsapp
Hilados Altex,Marroquineria,hiladosaltex@hotmail.com,+541146657362,+5491155672119,+5491155672119,Juan Berduc 2044,Hurlingham - Buenos Aires,,http://www.hiladosaltex.com.ar/,https://www.instagram.com/hiladosaltex/?hl=es,https://www.facebook.com/hiladosaltex-112757743463049,,Paginas Amarillas,93,A,whatsapp
Mercemundo-Articulos de Mercería-Venta Mayorista y Minorista,Marroquineria,mercemundo11764@gmail.com,+541146472047,+5491153079691,+5491153079691,Av Rivadavia 11764,Ciudadela - Buenos Aires,,https://mercemundo.negocio.site/?utm_source=gmb&utm_medium=referral,https://www.instagram.com/mercemundo_/?hl=es-la,https://www.facebook.com/mercemundo-428201911338750,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Rossi,Martilleros,rossipropiedades@yahoo.com.ar,+5492324693259,+5492324693259,+5492324693259,25 De Mayo 680,Suipacha - Buenos Aires,,http://www.inmobiliariarossi.com,https://www.instagram.com/inmobiliaria.rossi.suipacha/,https://www.facebook.com/inmobiliariarossisuipacha,,Paginas Amarillas,93,A,whatsapp
Adry Sartori- Instructora & Terapeuta,Masajes,adrythaiyoga@gmail.com,+5491121834256,+5491121834256,+5491121834256,J B Justo 2096,San Fernando - Buenos Aires,,http://www.asterapiaystretch.com,https://www.instagram.com/adry.sartori/?hl=es-la,https://www.facebook.com/adrysartori2020,,Paginas Amarillas,93,A,whatsapp
Espacio Tara,Masajes,perpetuidad2004@gmail.com,+5491150179010,+5491150179010,+5491150179010,Castrobarros S/N Entre Santiago del Estero y Velez Sarsfield,Martínez - Buenos Aires,,http://www.espaciotara.com,https://www.instagram.com/espacio.tara/?hl=es-la,https://www.facebook.com/espaciotara.terapiasholisticas,,Paginas Amarillas,93,A,whatsapp
Terapias Alternativas Patricia Albarracín,Masajes,patrinoem@gmail.com,+5493512470564,+5493512470564,+5493512470564,6 De Agosto 270,Córdoba - Cordoba,,http://www.patriciaalbarracin.com,https://www.instagram.com/patrinoem/,https://www.facebook.com/patri.alb,,Paginas Amarillas,93,A,whatsapp
Yoga Por Hari,Masajes,yogaporhari@gmail.com,+5491125104781,+5491125104781,+5491125104781,Brasil 300,San Telmo - Ciudad de Buenos Aires,,http://www.yogaporhari.com,https://www.instagram.com/yogaporhari/?hl=es-la,https://www.facebook.com/yogaporhari,,Paginas Amarillas,93,A,whatsapp
